11.02.2026         Salida dinámica de lista                                                              1


		Objeto	Denominación del objeto	Creado	Registrado	  Valor/Mon.tr.	MonT
	*	Ejercicio 2021				    118.161,04	USD

		LCP-210176	CAP-Overhead Con Protection Installation	AA18126	27.11.2022	      8.326,96	USD

	*	Ejercicio 2022				      8.326,96	USD

		LCP-210179	CAP-Overhaul Piping System Slurry Mixer	AA18126	27.11.2022	-72.725,49	USD
		LCP-210179	CAP-Overhaul Piping System Slurry Mixer	AA73225	07.09.2021	    120.000,00	USD

	*	Ejercicio 2021				     47.274,51	USD

		LCP-210179	CAP-Overhaul Piping System Slurry Mixer	AA18126	27.11.2022	     72.725,49	USD

	*	Ejercicio 2022				     72.725,49	USD

		LCP-210197-EX	EX-Reemplazo de ca#erias agua proceso	AA18610	21.09.2021	     70.000,00	USD
		LCP-210197-EX	EX-Reemplazo de ca#erias agua proceso	AA18610	22.09.2021	        600,00	USD

	*	Ejercicio 2021				     70.600,00	USD

		LCP-210198-EX	EX-Improve cooling system and power supp	AA18610	21.09.2021	    115.000,00	USD

	*	Ejercicio 2021				    115.000,00	USD

		LCP-210206-EX	EX-Improve safety systems in HF Presses	AA18610	20.10.2021	    180.000,00	USD

	*	Ejercicio 2021				    180.000,00	USD

		LCP-210206-EX	EX-Improve safety systems in HF Presses	AA18610	01.03.2023	     50.000,00	USD

	*	Ejercicio 2023				     50.000,00	USD

		LCP-210207-EX	EX-Replacemant vaccum lines 45" presses	AA18610	06.10.2021	     90.000,00	USD

	*	Ejercicio 2021				     90.000,00	USD

		LCP-210214	CAP-New Steam Boiler #1	AA18126	27.11.2022	-2.166.803,00	USD
		LCP-210214	CAP-New Steam Boiler #1	AA73225	16.11.2021	  1.970.000,00	USD
		LCP-210214	CAP-New Steam Boiler #1	AA73225	09.12.2021	    196.803,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210214	CAP-New Steam Boiler #1	AA18126	27.11.2022	  2.166.803,00	USD
		LCP-210214	CAP-New Steam Boiler #1	AA18126	23.08.2023	    377.000,00	USD

	*	Ejercicio 2022				  2.543.803,00	USD

		LCP-210214-EX	EX-New Steam Boiler #1	AA18610	16.11.2021	    550.000,00	USD
		LCP-210214-EX	EX-New Steam Boiler #1	AA18126	27.11.2022	-550.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210214-EX	EX-New Steam Boiler #1	AA18126	27.11.2022	    550.000,00	USD

	*	Ejercicio 2022				    550.000,00	USD

		LCP-210223	CAP-Hazardous Materials Storage-2D	AA18126	27.11.2022	-167.147,40	USD
		LCP-210223	CAP-Hazardous Materials Storage-2D	AA73225	08.11.2021	    210.000,00	USD

	*	Ejercicio 2021				     42.852,60	USD

		LCP-210223	CAP-Hazardous Materials Storage-2D	AA18126	27.11.2022	    167.147,40	USD

	*	Ejercicio 2022				    167.147,40	USD

		LCP-210223-EX	EX-Hazardous Materials Storage-2D	AA18610	08.11.2021	     50.000,00	USD
		LCP-210223-EX	EX-Hazardous Materials Storage-2D	AA18126	27.11.2022	-23.189,63	USD

	*	Ejercicio 2021				     26.810,37	USD

		LCP-210223-EX	EX-Hazardous Materials Storage-2D	AA18126	27.11.2022	     23.189,63	USD

	*	Ejercicio 2022				     23.189,63	USD

		LCP-210226-EX	EX-Modificación Carros Apexer (24)	AA18610	02.11.2021	     35.000,00	USD

	*	Ejercicio 2021				     35.000,00	USD

		LCP-210227-EX	EX-Upgrade AC Units Panel TBM HF (4)	AA18610	03.11.2021	     50.000,00	USD

	*	Ejercicio 2021				     50.000,00	USD

		LCP-210231-EX	EX-Reubicacion Estaciones Gas Gruas Horq	AA18610	26.11.2021	     35.000,00	USD
		LCP-210231-EX	EX-Reubicacion Estaciones Gas Gruas Horq	AA18610	11.03.2022	     13.000,00	USD

	*	Ejercicio 2021				     48.000,00	USD

		LCP-210234	CAP-New Belt And Centering, Gum Calander	AA18126	27.11.2022	-690.000,00	USD
		LCP-210234	CAP-New Belt And Centering, Gum Calander	AA73225	21.01.2022	    690.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210234	CAP-New Belt And Centering, Gum Calander	AA18126	27.11.2022	    690.000,00	USD

	*	Ejercicio 2022				    690.000,00	USD

		LCP-210234-EX	EX-New Belt And Centering, Gum Calander	AA18610	04.02.2022	     80.000,00	USD
		LCP-210234-EX	EX-New Belt And Centering, Gum Calander	AA18126	27.11.2022	-80.000,00	USD

	*	Ejercicio 2021				          0,00	USD

		LCP-210234-EX	EX-New Belt And Centering, Gum Calander	AA18126	27.11.2022	     80.000,00	USD

	*	Ejercicio 2022				     80.000,00	USD

		LCP-220000	CAP-Chile 2022 Annual Miscellaneous	AA73225	20.12.2021	    500.000,00	USD
		LCP-220000	CAP-Chile 2022 Annual Miscellaneous	AA04148	13.05.2022	     49.950,00	USD

	*	Ejercicio 2022				    549.950,00	USD

		LCP-220000-01	CAP-Online monitoring system of well wat	AA18610	03.02.2022	     50.000,00	USD
		LCP-220000-01	CAP-Online monitoring system of well wat	AA18610	12.09.2022	-5.000,00	USD
		LCP-220000-01	CAP-Online monitoring system of well wat	AA18610	21.11.2022	-3.000,00	USD

	*	Ejercicio 2022				     42.000,00	USD

		LCP-220000-02	CAP-Salt Storage and transport system	AA18610	03.02.2022	     50.000,00	USD
		LCP-220000-02	CAP-Salt Storage and transport system	AA18610	21.11.2022	-3.000,00	USD
		LCP-220000-02	CAP-Salt Storage and transport system	AA18610	24.01.2023	-5.000,00	USD

	*	Ejercicio 2022				     42.000,00	USD

		LCP-220000-03	CAP-Upgrade Equipos A/C SSEE # 1, 7, 8 &	AA18610	09.02.2022	     50.000,00	USD
		LCP-220000-03	CAP-Upgrade Equipos A/C SSEE # 1, 7, 8 &	AA18610	21.11.2022	-1.000,00	USD
		LCP-220000-03	CAP-Upgrade Equipos A/C SSEE # 1, 7, 8 &	AA18610	01.12.2022	-1.000,00	USD

	*	Ejercicio 2022				     48.000,00	USD

		LCP-220000-04	CAP-Máquina Lavadora Partes Válvulas	AA18610	22.02.2022	     20.000,00	USD
		LCP-220000-04	CAP-Máquina Lavadora Partes Válvulas	AA18610	11.04.2022	     15.000,00	USD
		LCP-220000-04	CAP-Máquina Lavadora Partes Válvulas	AA18610	24.06.2022	-1.000,00	USD
		LCP-220000-04	CAP-Máquina Lavadora Partes Válvulas	AA18610	05.10.2022	-5.000,00	USD
		LCP-220000-04	CAP-Máquina Lavadora Partes Válvulas	AA18610	21.11.2022	-2.000,00	USD

	*	Ejercicio 2022				     27.000,00	USD

		LCP-220000-05	CAP-Instalación Equipo A/C SSEE # 6	AA18610	24.02.2022	     15.000,00	USD
		LCP-220000-05	CAP-Instalación Equipo A/C SSEE # 6	AA18610	05.10.2022	      5.000,00	USD
		LCP-220000-05	CAP-Instalación Equipo A/C SSEE # 6	AA18610	01.12.2022	-3.000,00	USD
		LCP-220000-05	CAP-Instalación Equipo A/C SSEE # 6	AA18610	24.01.2023	      5.000,00	USD

	*	Ejercicio 2022				     22.000,00	USD

		LCP-220000-06	CAP-Structural Upgrade of Well #6	AA18610	28.03.2022	     50.000,00	USD
		LCP-220000-06	CAP-Structural Upgrade of Well #6	AA18610	12.09.2022	-2.000,00	USD

	*	Ejercicio 2022				     48.000,00	USD

		LCP-220000-07	CAP-Improve of electric connection in sh	AA18610	28.03.2022	     50.000,00	USD
		LCP-220000-07	CAP-Improve of electric connection in sh	AA18610	12.09.2022	-26.000,00	USD
		LCP-220000-07	CAP-Improve of electric connection in sh	AA18610	01.12.2022	-2.000,00	USD

	*	Ejercicio 2022				     22.000,00	USD

		LCP-220000-08	CAP-Construcción Cecom, Resting Room Mix	AA18610	30.03.2022	     30.000,00	USD
		LCP-220000-08	CAP-Construcción Cecom, Resting Room Mix	AA18610	24.06.2022	     20.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220000-09	CAP-ASRS Conveyors Convertion CV-228 & P	AA18610	11.04.2022	     50.000,00	USD
		LCP-220000-09	CAP-ASRS Conveyors Convertion CV-228 & P	AA18610	20.09.2022	-7.000,00	USD
		LCP-220000-09	CAP-ASRS Conveyors Convertion CV-228 & P	AA18610	01.12.2022	-1.000,00	USD

	*	Ejercicio 2022				     42.000,00	USD

		LCP-220000-10	CAP-Mejoramiento Oficinas Generales	AA18610	10.05.2022	     50.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220000-11	CAP-Nuevo Acceso Peatonal Planta GY Fas1	AA18610	16.05.2022	     50.000,00	USD
		LCP-220000-11	CAP-Nuevo Acceso Peatonal Planta GY Fas1	AA18610	25.01.2023	      1.000,00	USD

	*	Ejercicio 2022				     51.000,00	USD

		LCP-220000-12	CAP-Cognex Sistem Balanza Dinámica Final	AA18610	17.05.2022	     50.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220000-13	CAP-Lifelines Upgrade T100 & 400	AA18610	20.09.2022	     33.000,00	USD
		LCP-220000-13	CAP-Lifelines Upgrade T100 & 400	AA18610	20.09.2022	      7.000,00	USD

	*	Ejercicio 2022				     40.000,00	USD

		LCP-220000-14	CAP-New Electric Board for Ejector Pump	AA18610	21.11.2022	      8.000,00	USD

	*	Ejercicio 2022				      8.000,00	USD

		LCP-220005-EX	EX-Machine relocation for DOT Lab	AA18610	17.12.2021	     25.000,00	USD

	*	Ejercicio 2022				     25.000,00	USD

		LCP-220030-EX	EX-Remodelación Area Fumadores Planta	AA18610	04.02.2022	     12.000,00	USD

	*	Ejercicio 2022				     12.000,00	USD

		LCP-220032	CAP-Chile Raw Material Traceability	AA73225	20.04.2022	    272.300,00	USD

	*	Ejercicio 2022				    272.300,00	USD

		LCP-220032-EX	EX-Chile Raw Material Traceability	AA18610	20.04.2022	     38.500,00	USD

	*	Ejercicio 2022				     38.500,00	USD

		LCP-220034	CAP-Upgrade Discha conveyor Row 100to400	AA73225	20.04.2022	    277.000,00	USD

	*	Ejercicio 2022				    277.000,00	USD

		LCP-220035	CAP-Fire Protection Oil Discharge	AA73225	23.03.2022	    120.000,00	USD

	*	Ejercicio 2022				    120.000,00	USD

		LCP-220036	CAP-Life lines in division A	AA73225	23.03.2022	    150.000,00	USD

	*	Ejercicio 2022				    150.000,00	USD

		LCP-220037	CAP-Leak container oil discharge	AA73225	23.03.2022	    130.000,00	USD

	*	Ejercicio 2022				    130.000,00	USD

		LCP-220038	CAP-Online Monitoring Gas Emission of Bo	AA73225	07.04.2022	    100.000,00	USD

	*	Ejercicio 2022				    100.000,00	USD

		LCP-220039	CAP-Soft starter for Centrifugal Compres	AA73225	07.04.2022	    120.000,00	USD

	*	Ejercicio 2022				    120.000,00	USD

		LCP-220040	CAP-Safety Improvemente LetOff Componen	AA73225	20.04.2022	    300.000,00	USD
		LCP-220040	CAP-Safety Improvemente LetOff Componen	AA18126	09.05.2023	    150.000,00	USD
		LCP-220040	CAP-Safety Improvemente LetOff Componen	AA18126	05.12.2023	      4.500,00	USD

	*	Ejercicio 2022				    454.500,00	USD

		LCP-220042	CAP-Summit Model 3UHB Milling Machine Wo	AA73225	18.04.2022	    110.000,00	USD

	*	Ejercicio 2022				    110.000,00	USD

		LCP-220043	CAP-Acquisition of safety hooks trucks	AA73225	07.04.2022	    110.000,00	USD
		LCP-220043	CAP-Acquisition of safety hooks trucks	AA18126	23.02.2023	     10.000,00	USD

	*	Ejercicio 2022				    120.000,00	USD

		LCP-220046	CAP-Trucks Weighing Dynamic Scale Upgrad	AA73225	18.04.2022	    100.000,00	USD

	*	Ejercicio 2022				    100.000,00	USD

		LCP-220047-EX	EX-Cambio Revestimiento Bodega 61	AA18610	23.02.2022	     65.000,00	USD

	*	Ejercicio 2022				     65.000,00	USD

		LCP-220050	CAP-New Dust Coller Mixer #4	AA18126	20.05.2022	    715.000,00	USD

	*	Ejercicio 2022				    715.000,00	USD

		LCP-220050-EX	EX-New Dust Coller Mixer #4	AA18610	19.05.2022	    185.000,00	USD

	*	Ejercicio 2022				    185.000,00	USD

		LCP-220051	CAP-Hidraulic Header Steelastic Extruder	AA73225	07.04.2022	    115.000,00	USD
		LCP-220051	CAP-Hidraulic Header Steelastic Extruder	AA18126	06.09.2022	     60.000,00	USD
		LCP-220051	CAP-Hidraulic Header Steelastic Extruder	AA18126	25.01.2023	     10.000,00	USD
		LCP-220051	CAP-Hidraulic Header Steelastic Extruder	AA18126	19.04.2023	      7.500,00	USD

	*	Ejercicio 2022				    192.500,00	USD

		LCP-220052	CAP-Industrial Manipulators for Pigment	AA73225	18.04.2022	    186.000,00	USD

	*	Ejercicio 2022				    186.000,00	USD

		LCP-220052-EX	EX-Industrial Manipulators for Pigment	AA18610	18.04.2022	     15.000,00	USD

	*	Ejercicio 2022				     15.000,00	USD

		LCP-220053	CAP-Automatic Sidewall Recovery Station	AA73225	18.04.2022	    175.000,00	USD
		LCP-220053	CAP-Automatic Sidewall Recovery Station	AA18126	23.02.2023	     15.750,00	USD
		LCP-220053	CAP-Automatic Sidewall Recovery Station	AA18126	02.05.2023	     29.999,97	USD

	*	Ejercicio 2022				    220.749,97	USD

		LCP-220053-EX	EX-Automatic Sidewall Recovery Station	AA18610	18.04.2022	     20.000,00	USD

	*	Ejercicio 2022				     20.000,00	USD

		LCP-220054	CAP-New Beadwinder Chile Plant	AA18126	12.07.2022	  1.868.000,00	USD

	*	Ejercicio 2022				  1.868.000,00	USD

		LCP-220054	CAP-New Beadwinder Chile Plant	NSA1896	09.02.2026	-20.000,00	USD
		LCP-220054	CAP-New Beadwinder Chile Plant	AA04148	19.02.2025	    184.932,00	USD

	*	Ejercicio 2025				    164.932,00	USD

		LCP-220054	CAP-New Beadwinder Chile Plant	NSA1896	09.02.2026	     20.000,00	USD

	*	Ejercicio 2026				     20.000,00	USD

		LCP-220054-01	CAP-New Beadwinder Chile Plant	AE04807	13.06.2025	    164.932,00	USD

	*	Ejercicio 2025				    164.932,00	USD

		LCP-220054-02	CAP-New Beadwinder Chile Plant	AE04807	13.06.2025	     20.000,00	USD
		LCP-220054-02	CAP-New Beadwinder Chile Plant	NSA1896	09.02.2026	-20.000,00	USD

	*	Ejercicio 2025				          0,00	USD

		LCP-220054-02	CAP-New Beadwinder Chile Plant	NSA1896	09.02.2026	     20.000,00	USD

	*	Ejercicio 2026				     20.000,00	USD

		LCP-220054-EX	EX-New Beadwinder Chile Plant	AA18610	12.07.2022	    414.000,00	USD

	*	Ejercicio 2022				    414.000,00	USD

		LCP-220056-EX	Ex-Productivity Improvement, Mixer #4	AA18610	09.03.2022	     83.000,00	USD

	*	Ejercicio 2022				     83.000,00	USD

		LCP-220057-EX	EX-Environmental Noise Reduction at Chil	AA18610	10.03.2022	     75.000,00	USD

	*	Ejercicio 2022				     75.000,00	USD

		LCP-220058-EX	EX-Remodelación & Habilitación Dojo Seg.	AA18610	09.03.2022	     30.000,00	USD

	*	Ejercicio 2022				     30.000,00	USD

		LCP-220061	CHI-PBX Private Branch Exchange	AA73225	19.04.2022	     99.000,00	USD

	*	Ejercicio 2022				     99.000,00	USD

		LCP-220061-01	CAP-CHI-PBX Private Branch Exchange	AC00430	20.04.2022	     99.000,00	USD

	*	Ejercicio 2022				     99.000,00	USD

		LCP-220066-EX	EX-Piping Change in Plant	AA18610	04.04.2022	     77.000,00	USD

	*	Ejercicio 2022				     77.000,00	USD

		LCP-220070	CAP-CORE Network Switch	AA73225	20.04.2022	    437.000,00	USD

	*	Ejercicio 2022				    437.000,00	USD

		LCP-220070-01	CAP-CORE Network Switch	AC00430	22.04.2022	    437.000,00	USD

	*	Ejercicio 2022				    437.000,00	USD

		LCP-220077	CAP-Upgrade Control (9) HF TBM	AA18126	23.05.2022	    550.000,00	USD

	*	Ejercicio 2022				    550.000,00	USD

		LCP-220078	CAP-Motor Analysis Equipment	AA18126	28.04.2022	     90.000,00	USD

	*	Ejercicio 2022				     90.000,00	USD

		LCP-220079-EX	EX-Reemplazo Canaleta Drenaje T300 & Can	AA18610	11.04.2022	     50.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220080	CAP-AutoPick up for Mixer #4	AA18126	28.04.2022	    565.000,00	USD

	*	Ejercicio 2022				    565.000,00	USD

		LCP-220080-EX	EX-AutoPick up for Mixer #4	AA18610	28.04.2022	     70.000,00	USD

	*	Ejercicio 2022				     70.000,00	USD

		LCP-220083	CAP-Upgrade guiding system for HF-203	AA18126	25.07.2022	    281.000,00	USD
		LCP-220083	CAP-Upgrade guiding system for HF-203	AA18126	26.09.2023	     28.100,00	USD

	*	Ejercicio 2022				    309.100,00	USD

		LCP-220086	CAP-Ergonomic Improvement Pigment Room	AA18126	23.05.2022	    100.000,00	USD
		LCP-220086	CAP-Ergonomic Improvement Pigment Room	AA18126	22.02.2023	     10.000,00	USD

	*	Ejercicio 2022				    110.000,00	USD

		LCP-220086-EX	EX-Ergonomic Improvement Pigment Room	AA18610	19.05.2022	     10.000,00	USD

	*	Ejercicio 2022				     10.000,00	USD

		LCP-220087	CAP-ASRS Reliability Project/Phase#3	AA18126	12.07.2022	  1.250.000,00	USD

	*	Ejercicio 2022				  1.250.000,00	USD

		LCP-220087-EX	EX-ASRS Reliability Project/Phase#3	AA18610	12.07.2022	     70.000,00	USD

	*	Ejercicio 2022				     70.000,00	USD

		LCP-220091-EX	EX-Wider lamination Project Chile Plant	AA18610	16.08.2022	    120.900,00	USD

	*	Ejercicio 2022				    120.900,00	USD

		LCP-220092-EX	EX-Demolicion por mejoramiento Oficinas	AA18610	20.05.2022	     30.000,00	USD

	*	Ejercicio 2022				     30.000,00	USD

		LCP-220097	CAP-Chile 2022 Annual Miscell. Phase 2	AA18126	25.07.2022	    350.000,00	USD
		LCP-220097	CAP-Chile 2022 Annual Miscell. Phase 2	AA18126	05.12.2022	     34.965,00	USD

	*	Ejercicio 2022				    384.965,00	USD

		LCP-220097-01	CAP-Refuerzo Estructural Vano Cuarto Sal	AA18610	08.08.2022	     20.000,00	USD
		LCP-220097-01	CAP-Refuerzo Estructural Vano Cuarto Sal	AA18610	21.11.2022	-4.000,00	USD
		LCP-220097-01	CAP-Refuerzo Estructural Vano Cuarto Sal	AA78712	18.01.2023	-700,00	USD
		LCP-220097-01	CAP-Refuerzo Estructural Vano Cuarto Sal	AA18610	25.01.2023	      1.700,00	USD

	*	Ejercicio 2022				     17.000,00	USD

		LCP-220097-02	CAP-Nuevo manifold vapor general planta	AA18610	08.08.2022	     30.000,00	USD
		LCP-220097-02	CAP-Nuevo manifold vapor general planta	AA18610	04.11.2022	-7.000,00	USD
		LCP-220097-02	CAP-Nuevo manifold vapor general planta	AA78712	18.01.2023	-700,00	USD

	*	Ejercicio 2022				     22.300,00	USD

		LCP-220097-03	CAP-Upgrade conveyors garowsky	AA18610	22.08.2022	     40.000,00	USD
		LCP-220097-03	CAP-Upgrade conveyors garowsky	AA18610	23.08.2022	     10.000,00	USD
		LCP-220097-03	CAP-Upgrade conveyors garowsky	AA18610	04.11.2022	-5.000,00	USD
		LCP-220097-03	CAP-Upgrade conveyors garowsky	AA78712	18.01.2023	-700,00	USD

	*	Ejercicio 2022				     44.300,00	USD

		LCP-220097-04	CAP-New Flue Gas Duct Evacuation System	AA18610	02.09.2022	     30.000,00	USD
		LCP-220097-04	CAP-New Flue Gas Duct Evacuation System	AA18610	04.11.2022	-9.000,00	USD
		LCP-220097-04	CAP-New Flue Gas Duct Evacuation System	AA18610	21.11.2022	-1.000,00	USD
		LCP-220097-04	CAP-New Flue Gas Duct Evacuation System	AA78712	18.01.2023	-1.000,00	USD

	*	Ejercicio 2022				     19.000,00	USD

		LCP-220097-05	CAP-Cooling Water Close Loop Steelastic	AA18610	02.09.2022	     40.000,00	USD
		LCP-220097-05	CAP-Cooling Water Close Loop Steelastic	AA18610	04.11.2022	-8.000,00	USD
		LCP-220097-05	CAP-Cooling Water Close Loop Steelastic	AA78712	18.01.2023	-1.000,00	USD

	*	Ejercicio 2022				     31.000,00	USD

		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	05.09.2022	     22.000,00	USD
		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	01.12.2022	-8.000,00	USD
		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	13.12.2022	      3.000,00	USD
		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	13.12.2022	        500,00	USD
		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	25.01.2023	      2.000,00	USD
		LCP-220097-06	CAP-Upgrade Inlet Filter System Centrifu	AA18610	25.01.2023	      1.500,00	USD

	*	Ejercicio 2022				     21.000,00	USD

		LCP-220097-07	CAP-Thermic Insulation Installation Pipi	AA18610	07.09.2022	     30.000,00	USD
		LCP-220097-07	CAP-Thermic Insulation Installation Pipi	AA18610	21.11.2022	-7.000,00	USD
		LCP-220097-07	CAP-Thermic Insulation Installation Pipi	AA18610	01.12.2022	-10.000,00	USD
		LCP-220097-07	CAP-Thermic Insulation Installation Pipi	AA18610	13.12.2022	-3.000,00	USD
		LCP-220097-07	CAP-Thermic Insulation Installation Pipi	AA18610	13.12.2022	-500,00	USD

	*	Ejercicio 2022				      9.500,00	USD

		LCP-220097-08	CAP-Upgrade Video/audio Hardware for gen	AA18610	21.09.2022	     50.000,00	USD
		LCP-220097-08	CAP-Upgrade Video/audio Hardware for gen	AA18610	04.11.2022	-14.000,00	USD
		LCP-220097-08	CAP-Upgrade Video/audio Hardware for gen	AA78712	18.01.2023	      2.100,00	USD
		LCP-220097-08	CAP-Upgrade Video/audio Hardware for gen	AA78712	18.01.2023	      2.000,00	USD

	*	Ejercicio 2022				     40.100,00	USD

		LCP-220097-09	CAP-Adquisición Camara Termográfica	AA18610	07.10.2022	     21.000,00	USD
		LCP-220097-09	CAP-Adquisición Camara Termográfica	AA18610	04.11.2022	-3.000,00	USD
		LCP-220097-09	CAP-Adquisición Camara Termográfica	AA18610	05.12.2022	      2.000,00	USD

	*	Ejercicio 2022				     20.000,00	USD

		LCP-220097-10	CAP-Mejoras Dojos Seguridad & Ergonomia	AA18610	17.10.2022	     40.000,00	USD

	*	Ejercicio 2022				     40.000,00	USD

		LCP-220097-11	CAP-Adquisición & instalación UPS Tabler	AA18610	04.11.2022	     50.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220097-12	CAP-New pipe for steam manifold - PowerH	AA18610	21.11.2022	     25.000,00	USD

	*	Ejercicio 2022				     25.000,00	USD

		LCP-220097-13	CAP-Temperature measurement control sys	AA18610	06.12.2022	     22.000,00	USD

	*	Ejercicio 2022				     22.000,00	USD

		LCP-220097-14	CAP-Mixer #1 - New 755 XT Drive	AA18610	06.12.2022	     18.000,00	USD
		LCP-220097-14	CAP-Mixer #1 - New 755 XT Drive	AA18610	25.01.2023	-18.000,00	USD

	*	Ejercicio 2022				          0,00	USD

		LCP-220098	CAP-Igus e-chain Cable Carrier Robots	AA18126	25.07.2022	    200.000,00	USD
		LCP-220098	CAP-Igus e-chain Cable Carrier Robots	AA18126	07.02.2023	     19.980,00	USD

	*	Ejercicio 2022				    219.980,00	USD

		LCP-220099	CAP-New Breaker and Bus Seccion-Med Volt	AA18126	25.07.2022	    550.000,00	USD
		LCP-220099	CAP-New Breaker and Bus Seccion-Med Volt	AA18126	04.09.2023	     55.000,00	USD

	*	Ejercicio 2022				    605.000,00	USD

		LCP-220099-EX	EX-New Breaker and Bus Seccion-Med Volt	AA18610	25.07.2022	     10.000,00	USD

	*	Ejercicio 2022				     10.000,00	USD

		LCP-220101-EX	EX-Upgrade AC Units Panel TBM HF-Fase 2	AA18610	14.06.2022	     50.000,00	USD

	*	Ejercicio 2022				     50.000,00	USD

		LCP-220102	CAP-Life Lines Inst. Upper Conv. HVA P2	AA18126	25.07.2022	    150.000,00	USD

	*	Ejercicio 2022				    150.000,00	USD

		LCP-220103-EX	EX-Habil. Acceso Planta Cam. Melipilla	AA18610	13.06.2022	     50.000,00	USD
		LCP-220103-EX	EX-Habil. Acceso Planta Cam. Melipilla	AA18610	02.12.2022	      1.000,00	USD
		LCP-220103-EX	EX-Habil. Acceso Planta Cam. Melipilla	AA18610	25.01.2023	      1.000,00	USD
		LCP-220103-EX	EX-Habil. Acceso Planta Cam. Melipilla	AA18610	21.02.2023	      1.000,00	USD

	*	Ejercicio 2022				     53.000,00	USD

		LCP-220104	CAP-Emergency lights Phase #2	AA18126	22.08.2022	    150.000,00	USD
